"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.10115,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.05192,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.00107,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",97.90247,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",97.62153,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",97.13467,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",96.94474,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",97.08866,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",97.66361,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",98.27965,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",98.52689,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",98.67057,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.00037,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.35056,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.64429,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.014,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4404,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.6519,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.8408,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.9145,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1128,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.4639,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.0229,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.9582,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.8237,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",104.137,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",104.2952,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",104.3873,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",104.4737,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",104.3928,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.246,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.9074,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.3723,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.0954,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.9464,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.9907,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.3028,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",103.8541,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",104.4031,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.8237,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.76783,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.69905,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.54611,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.34314,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.15981,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.1373,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.26783,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.36155,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.27794,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.18016,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.08958,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.10891,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-02",99.09512,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-03",99.1691,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.35361,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.59673,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.85184,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.0573,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.2711,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.4098,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.4659,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.4952,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.4069,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.3103,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.2553,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.2871,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.3203,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.274,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.331,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.4693,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.5856,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.6355,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.6846,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.7191,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.6665,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.5417,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4723,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.3356,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.2599,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.2739,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.2153,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.0928,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.92173,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.80516,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.78439,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.69121,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.60014,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.46229,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.41908,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.56429,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.75056,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.86183,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.91944,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.88729,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.76743,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.60429,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.40972,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.28433,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.33362,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.50101,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.62996,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.63066,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.64343,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.70395,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.74435,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.83901,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.0946,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.4577,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7799,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.053,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.2398,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.3215,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.2777,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.1163,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.9589,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.9103,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8948,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.8171,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.5913,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.3298,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0681,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.91529,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.96696,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.1802,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3912,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.5059,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.5397,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5442,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.4621,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3317,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.1739,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.0809,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.1237,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.2498,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.3519,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.323,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2183,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1176,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.0348,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.0046,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.0679,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.1771,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2576,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.2518,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2478,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.3314,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.3683,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.4207,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4742,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5668,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.623,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6407,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.6759,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.7979,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9141,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.0666,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1896,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.2086,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.1532,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0828,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.0165,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.9899,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.8981,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.7459,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.5577,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.4748,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.4558,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.4991,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.4946,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.3335,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.0802,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.88246,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.75154,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.56864,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.27734,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.00224,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.687,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.25252,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.83684,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.5127,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.28828,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.12944,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.73148,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.35704,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.25313,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.4974,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.8002,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.27901,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.00468,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.86216,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.54173,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.0397,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.3182,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.6378,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.9764,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-11",101.2384,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.5571,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.8067,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-02",102.0378,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-03",102.0395,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.825,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.5919,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-06",101.7109,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.0527,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.4357,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.6231,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.4305,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-11",101.9918,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.4606,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.2229,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.1456,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.0028,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.6662,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.0968,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.26687,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.50267,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-08",97.80547,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.35156,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.20853,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.26105,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.42923,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.76717,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.14373,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.35743,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.5144,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.36192,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-06",97.84835,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.35101,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-08",97.13338,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.16333,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.36852,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.7196,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.02497,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.29665,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.52026,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.49655,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.33469,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.40041,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.64796,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.78065,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.87111,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.92677,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.06349,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.26126,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.37836,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.2932,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.93809,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.57306,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.38643,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.70887,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.18142,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.22533,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.73907,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.31852,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",98.30959,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.3987,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.52724,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.576,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.72723,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.00074,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.32911,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.54826,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.55956,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.52568,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.33105,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.03085,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.85686,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.91417,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.9023,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.85023,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.63786,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.6516,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.94051,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.35333,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.9288,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.4073,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.9381,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.2992,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.4982,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.5245,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.5277,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4135,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3692,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5629,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.7346,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.7953,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.8433,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0667,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.3927,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.7175,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.8821,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.913,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.0089,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.7928,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.5366,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.2454,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.9888,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7777,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.5944,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.6032,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.693,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6189,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.2524,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.7681,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2941,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.94274,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.71934,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.28753,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.72859,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.10758,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.48676,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.00697,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.90569,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.39384,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.15419,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.79428,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.02695,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.97128,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.77733,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.53923,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.3466,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.3067,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.52121,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.91018,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.40494,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.96641,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.4977,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.8653,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.9501,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.8621,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.7177,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.5889,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.5089,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.5118,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.6227,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.7652,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.838,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.7595,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.583,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.3626,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.1183,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.84448,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.51785,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.13519,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.80367,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.69983,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.9775,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.44794,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.8766,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.087,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.1064,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.95544,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.6289,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.24635,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.94305,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.81654,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.79411,
"NZL","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.78786,
